match_id,season,team,batsman,batting_hand,runs,balls,fours,sixes,strike_rate,dismissed
445,2015,Rajasthan Royals,Jos Buttler,RHB,46,46,4,3,100.0,True
445,2015,Rajasthan Royals,Sanju Samson,RHB,46,46,4,5,100.0,False
445,2015,Chennai Super Kings,MS Dhoni,RHB,59,59,9,3,100.0,True
445,2015,Chennai Super Kings,Suresh Raina,LHB,47,47,4,4,100.0,True
445,2015,Chennai Super Kings,Ruturaj Gaikwad,RHB,31,31,3,3,100.0,True
446,2015,Delhi Capitals,Shikhar Dhawan,LHB,64,60,10,4,106.67,True
446,2015,Delhi Capitals,Rishabh Pant,LHB,50,50,7,3,100.0,True
446,2015,Royal Challengers Bangalore,Virat Kohli,RHB,40,40,4,3,100.0,True
446,2015,Royal Challengers Bangalore,AB de Villiers,RHB,40,40,4,2,100.0,True
446,2015,Royal Challengers Bangalore,Faf du Plessis,RHB,22,22,3,1,100.0,True
447,2015,Kolkata Knight Riders,Andre Russell,RHB,36,36,5,2,100.0,True
447,2015,Kolkata Knight Riders,Gautam Gambhir,LHB,48,48,7,4,100.0,True
447,2015,Kolkata Knight Riders,Shreyas Iyer,RHB,30,30,2,1,100.0,True
447,2015,Chennai Super Kings,MS Dhoni,RHB,63,60,10,4,105.0,False
447,2015,Chennai Super Kings,Suresh Raina,LHB,33,33,4,1,100.0,False
447,2015,Chennai Super Kings,Ruturaj Gaikwad,RHB,25,25,2,0,100.0,False
448,2015,Chennai Super Kings,MS Dhoni,RHB,51,51,8,2,100.0,False
448,2015,Chennai Super Kings,Suresh Raina,LHB,48,48,7,2,100.0,True
448,2015,Chennai Super Kings,Ruturaj Gaikwad,RHB,43,43,7,2,100.0,True
448,2015,Punjab Kings,KL Rahul,RHB,37,37,2,2,100.0,False
448,2015,Punjab Kings,Chris Gayle,RHB,31,31,5,2,100.0,True
449,2015,Royal Challengers Bangalore,Virat Kohli,RHB,54,54,6,6,100.0,True
449,2015,Royal Challengers Bangalore,AB de Villiers,RHB,44,44,4,3,100.0,True
449,2015,Royal Challengers Bangalore,Faf du Plessis,RHB,24,24,3,2,100.0,False
449,2015,Mumbai Indians,Rohit Sharma,RHB,57,57,4,6,100.0,False
449,2015,Mumbai Indians,Hardik Pandya,RHB,29,29,2,1,100.0,True
449,2015,Mumbai Indians,Ishan Kishan,LHB,38,38,4,1,100.0,True
449,2015,Mumbai Indians,Quinton de Kock,LHB,24,24,2,0,100.0,True
450,2015,Mumbai Indians,Rohit Sharma,RHB,56,56,8,1,100.0,False
450,2015,Mumbai Indians,Hardik Pandya,RHB,32,32,3,3,100.0,False
450,2015,Mumbai Indians,Ishan Kishan,LHB,25,25,4,1,100.0,True
450,2015,Mumbai Indians,Quinton de Kock,LHB,25,25,3,2,100.0,False
450,2015,Chennai Super Kings,MS Dhoni,RHB,36,36,5,2,100.0,True
450,2015,Chennai Super Kings,Suresh Raina,LHB,33,33,3,1,100.0,True
450,2015,Chennai Super Kings,Ruturaj Gaikwad,RHB,23,23,3,1,100.0,True
451,2015,Mumbai Indians,Rohit Sharma,RHB,61,60,7,6,101.67,True
451,2015,Mumbai Indians,Hardik Pandya,RHB,39,39,3,2,100.0,True
451,2015,Mumbai Indians,Ishan Kishan,LHB,27,27,2,2,100.0,True
451,2015,Mumbai Indians,Quinton de Kock,LHB,23,23,3,2,100.0,False
451,2015,Royal Challengers Bangalore,Virat Kohli,RHB,53,53,6,2,100.0,True
451,2015,Royal Challengers Bangalore,AB de Villiers,RHB,24,24,3,1,100.0,False
451,2015,Royal Challengers Bangalore,Faf du Plessis,RHB,31,31,3,1,100.0,True
452,2015,Chennai Super Kings,MS Dhoni,RHB,52,52,7,1,100.0,False
452,2015,Chennai Super Kings,Suresh Raina,LHB,30,30,4,2,100.0,True
452,2015,Chennai Super Kings,Ruturaj Gaikwad,RHB,23,23,3,2,100.0,True
452,2015,Sunrisers Hyderabad,David Warner,LHB,67,60,11,2,111.67,False
453,2015,Sunrisers Hyderabad,David Warner,LHB,44,44,7,3,100.0,True
453,2015,Royal Challengers Bangalore,Virat Kohli,RHB,48,48,7,1,100.0,True
453,2015,Royal Challengers Bangalore,AB de Villiers,RHB,42,42,5,2,100.0,False
453,2015,Royal Challengers Bangalore,Faf du Plessis,RHB,29,29,3,3,100.0,False
454,2015,Mumbai Indians,Rohit Sharma,RHB,32,32,5,2,100.0,True
454,2015,Mumbai Indians,Hardik Pandya,RHB,33,33,5,3,100.0,True
454,2015,Mumbai Indians,Ishan Kishan,LHB,19,19,2,0,100.0,False
454,2015,Mumbai Indians,Quinton de Kock,LHB,20,20,3,0,100.0,True
454,2015,Chennai Super Kings,MS Dhoni,RHB,34,34,3,3,100.0,True
454,2015,Chennai Super Kings,Suresh Raina,LHB,33,33,2,1,100.0,False
454,2015,Chennai Super Kings,Ruturaj Gaikwad,RHB,37,37,5,4,100.0,False
455,2015,Rajasthan Royals,Jos Buttler,RHB,55,55,4,2,100.0,False
455,2015,Rajasthan Royals,Sanju Samson,RHB,48,48,6,4,100.0,True
455,2015,Delhi Capitals,Shikhar Dhawan,LHB,54,54,8,4,100.0,True
455,2015,Delhi Capitals,Rishabh Pant,LHB,44,44,4,2,100.0,True
456,2015,Royal Challengers Bangalore,Virat Kohli,RHB,55,55,7,1,100.0,True
456,2015,Royal Challengers Bangalore,AB de Villiers,RHB,29,29,3,3,100.0,True
456,2015,Royal Challengers Bangalore,Faf du Plessis,RHB,37,37,4,3,100.0,True
456,2015,Delhi Capitals,Shikhar Dhawan,LHB,42,42,3,2,100.0,True
456,2015,Delhi Capitals,Rishabh Pant,LHB,45,45,4,5,100.0,False
457,2015,Sunrisers Hyderabad,David Warner,LHB,34,34,3,0,100.0,True
457,2015,Kolkata Knight Riders,Andre Russell,RHB,67,60,9,3,111.67,True
457,2015,Kolkata Knight Riders,Gautam Gambhir,LHB,31,31,2,0,100.0,False
457,2015,Kolkata Knight Riders,Shreyas Iyer,RHB,40,40,4,2,100.0,True
458,2015,Mumbai Indians,Rohit Sharma,RHB,58,58,8,6,100.0,True
458,2015,Mumbai Indians,Hardik Pandya,RHB,32,32,4,2,100.0,True
458,2015,Mumbai Indians,Ishan Kishan,LHB,29,29,5,2,100.0,True
458,2015,Mumbai Indians,Quinton de Kock,LHB,19,19,2,0,100.0,True
458,2015,Delhi Capitals,Shikhar Dhawan,LHB,42,42,3,4,100.0,True
458,2015,Delhi Capitals,Rishabh Pant,LHB,33,33,2,1,100.0,True
459,2015,Chennai Super Kings,MS Dhoni,RHB,61,60,10,7,101.67,True
459,2015,Chennai Super Kings,Suresh Raina,LHB,36,36,5,4,100.0,False
459,2015,Chennai Super Kings,Ruturaj Gaikwad,RHB,34,34,5,1,100.0,True
459,2015,Royal Challengers Bangalore,Virat Kohli,RHB,48,48,7,1,100.0,False
459,2015,Royal Challengers Bangalore,AB de Villiers,RHB,32,32,3,3,100.0,True
459,2015,Royal Challengers Bangalore,Faf du Plessis,RHB,21,21,2,1,100.0,False
460,2015,Royal Challengers Bangalore,Virat Kohli,RHB,45,45,4,1,100.0,True
460,2015,Royal Challengers Bangalore,AB de Villiers,RHB,35,35,6,2,100.0,False
460,2015,Royal Challengers Bangalore,Faf du Plessis,RHB,21,21,2,1,100.0,True
460,2015,Delhi Capitals,Shikhar Dhawan,LHB,40,40,6,4,100.0,False
460,2015,Delhi Capitals,Rishabh Pant,LHB,31,31,3,3,100.0,True
461,2015,Punjab Kings,KL Rahul,RHB,64,60,5,4,106.67,False
461,2015,Punjab Kings,Chris Gayle,RHB,31,31,2,2,100.0,True
461,2015,Royal Challengers Bangalore,Virat Kohli,RHB,50,50,5,3,100.0,True
461,2015,Royal Challengers Bangalore,AB de Villiers,RHB,37,37,5,2,100.0,False
461,2015,Royal Challengers Bangalore,Faf du Plessis,RHB,21,21,1,1,100.0,True
462,2015,Kolkata Knight Riders,Andre Russell,RHB,40,40,3,4,100.0,True
462,2015,Kolkata Knight Riders,Gautam Gambhir,LHB,37,37,5,2,100.0,True
462,2015,Kolkata Knight Riders,Shreyas Iyer,RHB,24,24,2,0,100.0,True
462,2015,Royal Challengers Bangalore,Virat Kohli,RHB,46,46,5,3,100.0,False
462,2015,Royal Challengers Bangalore,AB de Villiers,RHB,31,31,4,2,100.0,True
462,2015,Royal Challengers Bangalore,Faf du Plessis,RHB,30,30,3,1,100.0,True
463,2015,Royal Challengers Bangalore,Virat Kohli,RHB,46,46,7,1,100.0,True
463,2015,Royal Challengers Bangalore,AB de Villiers,RHB,29,29,3,0,100.0,True
463,2015,Royal Challengers Bangalore,Faf du Plessis,RHB,34,34,5,1,100.0,True
463,2015,Punjab Kings,KL Rahul,RHB,34,34,5,3,100.0,True
463,2015,Punjab Kings,Chris Gayle,RHB,36,36,5,1,100.0,True
464,2015,Sunrisers Hyderabad,David Warner,LHB,45,45,5,3,100.0,False
464,2015,Punjab Kings,KL Rahul,RHB,40,40,3,0,100.0,True
464,2015,Punjab Kings,Chris Gayle,RHB,26,26,2,1,100.0,True
465,2015,Sunrisers Hyderabad,David Warner,LHB,70,60,6,5,116.67,True
465,2015,Royal Challengers Bangalore,Virat Kohli,RHB,54,54,5,4,100.0,True
465,2015,Royal Challengers Bangalore,AB de Villiers,RHB,39,39,5,4,100.0,False
465,2015,Royal Challengers Bangalore,Faf du Plessis,RHB,35,35,4,2,100.0,True
466,2015,Chennai Super Kings,MS Dhoni,RHB,52,52,9,1,100.0,True
466,2015,Chennai Super Kings,Suresh Raina,LHB,34,34,3,2,100.0,False
466,2015,Chennai Super Kings,Ruturaj Gaikwad,RHB,22,22,2,1,100.0,True
466,2015,Kolkata Knight Riders,Andre Russell,RHB,51,51,9,1,100.0,True
466,2015,Kolkata Knight Riders,Gautam Gambhir,LHB,49,49,4,1,100.0,True
466,2015,Kolkata Knight Riders,Shreyas Iyer,RHB,46,46,4,1,100.0,True
467,2015,Delhi Capitals,Shikhar Dhawan,LHB,33,33,4,1,100.0,True
467,2015,Delhi Capitals,Rishabh Pant,LHB,35,35,6,2,100.0,True
467,2015,Kolkata Knight Riders,Andre Russell,RHB,32,32,5,1,100.0,True
467,2015,Kolkata Knight Riders,Gautam Gambhir,LHB,23,23,2,0,100.0,False
467,2015,Kolkata Knight Riders,Shreyas Iyer,RHB,20,20,3,2,100.0,True
468,2015,Punjab Kings,KL Rahul,RHB,49,49,6,4,100.0,True
468,2015,Punjab Kings,Chris Gayle,RHB,29,29,2,2,100.0,True
468,2015,Chennai Super Kings,MS Dhoni,RHB,52,52,9,1,100.0,True
468,2015,Chennai Super Kings,Suresh Raina,LHB,41,41,4,4,100.0,True
468,2015,Chennai Super Kings,Ruturaj Gaikwad,RHB,23,23,3,2,100.0,True
469,2015,Royal Challengers Bangalore,Virat Kohli,RHB,43,43,5,2,100.0,True
469,2015,Royal Challengers Bangalore,AB de Villiers,RHB,38,38,6,0,100.0,True
469,2015,Royal Challengers Bangalore,Faf du Plessis,RHB,31,31,4,1,100.0,False
469,2015,Punjab Kings,KL Rahul,RHB,37,37,5,3,100.0,True
469,2015,Punjab Kings,Chris Gayle,RHB,50,50,5,4,100.0,True
470,2015,Royal Challengers Bangalore,Virat Kohli,RHB,57,57,9,3,100.0,True
470,2015,Royal Challengers Bangalore,AB de Villiers,RHB,40,40,5,1,100.0,True
470,2015,Royal Challengers Bangalore,Faf du Plessis,RHB,24,24,3,0,100.0,True
470,2015,Kolkata Knight Riders,Andre Russell,RHB,35,35,4,2,100.0,True
470,2015,Kolkata Knight Riders,Gautam Gambhir,LHB,36,36,3,2,100.0,True
470,2015,Kolkata Knight Riders,Shreyas Iyer,RHB,24,24,2,2,100.0,True
471,2015,Rajasthan Royals,Jos Buttler,RHB,44,44,3,5,100.0,False
471,2015,Rajasthan Royals,Sanju Samson,RHB,35,35,5,3,100.0,True
471,2015,Mumbai Indians,Rohit Sharma,RHB,58,58,7,1,100.0,True
471,2015,Mumbai Indians,Hardik Pandya,RHB,49,49,4,5,100.0,False
471,2015,Mumbai Indians,Ishan Kishan,LHB,40,40,6,4,100.0,True
471,2015,Mumbai Indians,Quinton de Kock,LHB,18,18,2,0,100.0,False
472,2015,Sunrisers Hyderabad,David Warner,LHB,38,38,4,4,100.0,True
472,2015,Rajasthan Royals,Jos Buttler,RHB,31,31,3,1,100.0,False
472,2015,Rajasthan Royals,Sanju Samson,RHB,39,39,3,1,100.0,True
473,2015,Sunrisers Hyderabad,David Warner,LHB,52,52,8,3,100.0,False
473,2015,Royal Challengers Bangalore,Virat Kohli,RHB,29,29,2,0,100.0,True
473,2015,Royal Challengers Bangalore,AB de Villiers,RHB,26,26,4,2,100.0,True
473,2015,Royal Challengers Bangalore,Faf du Plessis,RHB,22,22,2,2,100.0,False
474,2015,Mumbai Indians,Rohit Sharma,RHB,50,50,4,4,100.0,False
474,2015,Mumbai Indians,Hardik Pandya,RHB,36,36,5,4,100.0,True
474,2015,Mumbai Indians,Ishan Kishan,LHB,25,25,4,2,100.0,False
474,2015,Mumbai Indians,Quinton de Kock,LHB,14,14,1,0,100.0,True
474,2015,Royal Challengers Bangalore,Virat Kohli,RHB,51,51,5,4,100.0,True
474,2015,Royal Challengers Bangalore,AB de Villiers,RHB,24,24,2,1,100.0,True
474,2015,Royal Challengers Bangalore,Faf du Plessis,RHB,21,21,2,2,100.0,True
475,2015,Punjab Kings,KL Rahul,RHB,45,45,4,0,100.0,True
475,2015,Punjab Kings,Chris Gayle,RHB,37,37,4,2,100.0,True
475,2015,Royal Challengers Bangalore,Virat Kohli,RHB,40,40,6,4,100.0,True
475,2015,Royal Challengers Bangalore,AB de Villiers,RHB,27,27,4,0,100.0,True
475,2015,Royal Challengers Bangalore,Faf du Plessis,RHB,38,38,6,1,100.0,True
476,2015,Kolkata Knight Riders,Andre Russell,RHB,57,57,8,1,100.0,False
476,2015,Kolkata Knight Riders,Gautam Gambhir,LHB,30,30,3,3,100.0,True
476,2015,Kolkata Knight Riders,Shreyas Iyer,RHB,28,28,3,3,100.0,True
476,2015,Sunrisers Hyderabad,David Warner,LHB,60,60,10,6,100.0,True
477,2015,Mumbai Indians,Rohit Sharma,RHB,33,33,2,3,100.0,True
477,2015,Mumbai Indians,Hardik Pandya,RHB,25,25,3,1,100.0,True
477,2015,Mumbai Indians,Ishan Kishan,LHB,31,31,3,0,100.0,True
477,2015,Mumbai Indians,Quinton de Kock,LHB,20,20,2,1,100.0,True
477,2015,Kolkata Knight Riders,Andre Russell,RHB,53,53,8,3,100.0,True
477,2015,Kolkata Knight Riders,Gautam Gambhir,LHB,51,51,5,5,100.0,True
477,2015,Kolkata Knight Riders,Shreyas Iyer,RHB,35,35,4,1,100.0,True
478,2015,Mumbai Indians,Rohit Sharma,RHB,56,56,8,1,100.0,True
478,2015,Mumbai Indians,Hardik Pandya,RHB,34,34,5,1,100.0,True
478,2015,Mumbai Indians,Ishan Kishan,LHB,25,25,3,2,100.0,True
478,2015,Mumbai Indians,Quinton de Kock,LHB,22,22,3,1,100.0,True
478,2015,Punjab Kings,KL Rahul,RHB,40,40,7,3,100.0,True
478,2015,Punjab Kings,Chris Gayle,RHB,42,42,7,2,100.0,True
479,2015,Punjab Kings,KL Rahul,RHB,43,43,7,2,100.0,True
479,2015,Punjab Kings,Chris Gayle,RHB,37,37,3,4,100.0,True
479,2015,Sunrisers Hyderabad,David Warner,LHB,45,45,4,3,100.0,True
480,2015,Delhi Capitals,Shikhar Dhawan,LHB,35,35,4,2,100.0,True
480,2015,Delhi Capitals,Rishabh Pant,LHB,28,28,2,1,100.0,False
480,2015,Punjab Kings,KL Rahul,RHB,51,51,7,3,100.0,True
480,2015,Punjab Kings,Chris Gayle,RHB,32,32,2,3,100.0,True
481,2016,Chennai Super Kings,MS Dhoni,RHB,53,53,5,5,100.0,True
481,2016,Chennai Super Kings,Suresh Raina,LHB,45,45,5,2,100.0,True
481,2016,Chennai Super Kings,Ruturaj Gaikwad,RHB,41,41,4,4,100.0,False
481,2016,Kolkata Knight Riders,Andre Russell,RHB,61,60,7,2,101.67,False
481,2016,Kolkata Knight Riders,Gautam Gambhir,LHB,31,31,3,3,100.0,False
481,2016,Kolkata Knight Riders,Shreyas Iyer,RHB,44,44,5,4,100.0,False
482,2016,Sunrisers Hyderabad,David Warner,LHB,56,56,6,3,100.0,True
482,2016,Punjab Kings,KL Rahul,RHB,52,52,5,5,100.0,True
482,2016,Punjab Kings,Chris Gayle,RHB,33,33,4,2,100.0,True
483,2016,Kolkata Knight Riders,Andre Russell,RHB,49,49,5,1,100.0,True
483,2016,Kolkata Knight Riders,Gautam Gambhir,LHB,28,28,4,2,100.0,True
483,2016,Kolkata Knight Riders,Shreyas Iyer,RHB,22,22,3,2,100.0,False
483,2016,Sunrisers Hyderabad,David Warner,LHB,58,58,7,4,100.0,True
484,2016,Chennai Super Kings,MS Dhoni,RHB,31,31,2,1,100.0,True
484,2016,Chennai Super Kings,Suresh Raina,LHB,32,32,3,2,100.0,True
484,2016,Chennai Super Kings,Ruturaj Gaikwad,RHB,29,29,2,0,100.0,True
484,2016,Rajasthan Royals,Jos Buttler,RHB,52,52,6,4,100.0,False
484,2016,Rajasthan Royals,Sanju Samson,RHB,45,45,5,3,100.0,False
485,2016,Delhi Capitals,Shikhar Dhawan,LHB,56,56,7,3,100.0,False
485,2016,Delhi Capitals,Rishabh Pant,LHB,33,33,2,3,100.0,False
485,2016,Sunrisers Hyderabad,David Warner,LHB,41,41,3,3,100.0,True
486,2016,Royal Challengers Bangalore,Virat Kohli,RHB,47,47,5,5,100.0,True
486,2016,Royal Challengers Bangalore,AB de Villiers,RHB,38,38,3,3,100.0,True
486,2016,Royal Challengers Bangalore,Faf du Plessis,RHB,34,34,4,2,100.0,False
486,2016,Rajasthan Royals,Jos Buttler,RHB,44,44,7,3,100.0,False
486,2016,Rajasthan Royals,Sanju Samson,RHB,29,29,4,1,100.0,True
487,2016,Mumbai Indians,Rohit Sharma,RHB,44,44,4,4,100.0,True
487,2016,Mumbai Indians,Hardik Pandya,RHB,31,31,2,0,100.0,True
487,2016,Mumbai Indians,Ishan Kishan,LHB,40,40,4,1,100.0,True
487,2016,Mumbai Indians,Quinton de Kock,LHB,23,23,4,2,100.0,False
487,2016,Punjab Kings,KL Rahul,RHB,45,45,5,3,100.0,True
487,2016,Punjab Kings,Chris Gayle,RHB,24,24,2,0,100.0,True
488,2016,Delhi Capitals,Shikhar Dhawan,LHB,36,36,5,2,100.0,True
488,2016,Delhi Capitals,Rishabh Pant,LHB,31,31,4,1,100.0,False
488,2016,Sunrisers Hyderabad,David Warner,LHB,37,37,3,1,100.0,True
489,2016,Punjab Kings,KL Rahul,RHB,43,43,6,4,100.0,True
489,2016,Punjab Kings,Chris Gayle,RHB,31,31,2,0,100.0,False
489,2016,Royal Challengers Bangalore,Virat Kohli,RHB,38,38,3,1,100.0,True
489,2016,Royal Challengers Bangalore,AB de Villiers,RHB,18,18,1,2,100.0,True
489,2016,Royal Challengers Bangalore,Faf du Plessis,RHB,22,22,3,1,100.0,True
490,2016,Mumbai Indians,Rohit Sharma,RHB,45,45,5,3,100.0,True
490,2016,Mumbai Indians,Hardik Pandya,RHB,31,31,5,1,100.0,False
490,2016,Mumbai Indians,Ishan Kishan,LHB,28,28,4,1,100.0,True
490,2016,Mumbai Indians,Quinton de Kock,LHB,12,12,1,0,100.0,True
490,2016,Rajasthan Royals,Jos Buttler,RHB,62,60,10,5,103.33,True
490,2016,Rajasthan Royals,Sanju Samson,RHB,35,35,5,2,100.0,True
491,2016,Rajasthan Royals,Jos Buttler,RHB,56,56,7,6,100.0,True
491,2016,Rajasthan Royals,Sanju Samson,RHB,33,33,3,3,100.0,True
491,2016,Punjab Kings,KL Rahul,RHB,55,55,4,1,100.0,True
491,2016,Punjab Kings,Chris Gayle,RHB,35,35,6,2,100.0,True
492,2016,Chennai Super Kings,MS Dhoni,RHB,35,35,4,2,100.0,True
492,2016,Chennai Super Kings,Suresh Raina,LHB,24,24,4,1,100.0,True
492,2016,Chennai Super Kings,Ruturaj Gaikwad,RHB,24,24,4,1,100.0,True
492,2016,Kolkata Knight Riders,Andre Russell,RHB,45,45,4,4,100.0,True
492,2016,Kolkata Knight Riders,Gautam Gambhir,LHB,38,38,4,1,100.0,True
492,2016,Kolkata Knight Riders,Shreyas Iyer,RHB,32,32,3,1,100.0,True
493,2016,Kolkata Knight Riders,Andre Russell,RHB,32,32,3,3,100.0,True
493,2016,Kolkata Knight Riders,Gautam Gambhir,LHB,28,28,2,2,100.0,False
493,2016,Kolkata Knight Riders,Shreyas Iyer,RHB,35,35,5,1,100.0,True
493,2016,Sunrisers Hyderabad,David Warner,LHB,41,41,6,4,100.0,True
494,2016,Sunrisers Hyderabad,David Warner,LHB,49,49,4,3,100.0,True
494,2016,Punjab Kings,KL Rahul,RHB,59,59,8,3,100.0,False
494,2016,Punjab Kings,Chris Gayle,RHB,35,35,4,3,100.0,True
495,2016,Punjab Kings,KL Rahul,RHB,36,36,3,1,100.0,True
495,2016,Punjab Kings,Chris Gayle,RHB,39,39,4,2,100.0,True
495,2016,Rajasthan Royals,Jos Buttler,RHB,46,46,7,4,100.0,True
495,2016,Rajasthan Royals,Sanju Samson,RHB,28,28,4,1,100.0,True
496,2016,Sunrisers Hyderabad,David Warner,LHB,51,51,7,1,100.0,True
496,2016,Royal Challengers Bangalore,Virat Kohli,RHB,40,40,4,4,100.0,False
496,2016,Royal Challengers Bangalore,AB de Villiers,RHB,19,19,2,0,100.0,False
496,2016,Royal Challengers Bangalore,Faf du Plessis,RHB,27,27,2,2,100.0,True
497,2016,Chennai Super Kings,MS Dhoni,RHB,46,46,5,3,100.0,True
497,2016,Chennai Super Kings,Suresh Raina,LHB,35,35,4,1,100.0,True
497,2016,Chennai Super Kings,Ruturaj Gaikwad,RHB,33,33,5,1,100.0,True
497,2016,Kolkata Knight Riders,Andre Russell,RHB,46,46,6,4,100.0,True
497,2016,Kolkata Knight Riders,Gautam Gambhir,LHB,39,39,5,1,100.0,False
497,2016,Kolkata Knight Riders,Shreyas Iyer,RHB,27,27,4,1,100.0,False
498,2016,Chennai Super Kings,MS Dhoni,RHB,39,39,7,1,100.0,True
498,2016,Chennai Super Kings,Suresh Raina,LHB,23,23,4,2,100.0,True
498,2016,Chennai Super Kings,Ruturaj Gaikwad,RHB,29,29,2,3,100.0,False
498,2016,Kolkata Knight Riders,Andre Russell,RHB,34,34,3,2,100.0,True
498,2016,Kolkata Knight Riders,Gautam Gambhir,LHB,40,40,7,2,100.0,True
498,2016,Kolkata Knight Riders,Shreyas Iyer,RHB,22,22,3,2,100.0,False
499,2016,Mumbai Indians,Rohit Sharma,RHB,54,54,5,4,100.0,True
499,2016,Mumbai Indians,Hardik Pandya,RHB,56,56,9,4,100.0,True
499,2016,Mumbai Indians,Ishan Kishan,LHB,30,30,3,1,100.0,False
499,2016,Mumbai Indians,Quinton de Kock,LHB,19,19,3,1,100.0,True
499,2016,Rajasthan Royals,Jos Buttler,RHB,61,60,5,1,101.67,True
499,2016,Rajasthan Royals,Sanju Samson,RHB,38,38,5,1,100.0,True
500,2016,Punjab Kings,KL Rahul,RHB,53,53,4,5,100.0,True
500,2016,Punjab Kings,Chris Gayle,RHB,30,30,3,2,100.0,True
500,2016,Royal Challengers Bangalore,Virat Kohli,RHB,46,46,4,4,100.0,False
500,2016,Royal Challengers Bangalore,AB de Villiers,RHB,49,49,5,2,100.0,True
500,2016,Royal Challengers Bangalore,Faf du Plessis,RHB,26,26,3,2,100.0,True
501,2016,Punjab Kings,KL Rahul,RHB,60,60,6,3,100.0,False
501,2016,Punjab Kings,Chris Gayle,RHB,47,47,4,2,100.0,True
501,2016,Sunrisers Hyderabad,David Warner,LHB,43,43,7,4,100.0,True
502,2016,Sunrisers Hyderabad,David Warner,LHB,39,39,6,1,100.0,True
502,2016,Royal Challengers Bangalore,Virat Kohli,RHB,39,39,4,3,100.0,True
502,2016,Royal Challengers Bangalore,AB de Villiers,RHB,39,39,4,1,100.0,True
502,2016,Royal Challengers Bangalore,Faf du Plessis,RHB,20,20,2,1,100.0,False
503,2016,Royal Challengers Bangalore,Virat Kohli,RHB,58,58,9,1,100.0,True
503,2016,Royal Challengers Bangalore,AB de Villiers,RHB,32,32,3,3,100.0,False
503,2016,Royal Challengers Bangalore,Faf du Plessis,RHB,35,35,3,3,100.0,True
503,2016,Rajasthan Royals,Jos Buttler,RHB,42,42,4,3,100.0,True
503,2016,Rajasthan Royals,Sanju Samson,RHB,43,43,5,5,100.0,True
504,2016,Kolkata Knight Riders,Andre Russell,RHB,49,49,4,5,100.0,True
504,2016,Kolkata Knight Riders,Gautam Gambhir,LHB,44,44,3,3,100.0,False
504,2016,Kolkata Knight Riders,Shreyas Iyer,RHB,23,23,3,0,100.0,True
504,2016,Punjab Kings,KL Rahul,RHB,39,39,3,2,100.0,True
504,2016,Punjab Kings,Chris Gayle,RHB,30,30,4,2,100.0,False
505,2016,Chennai Super Kings,MS Dhoni,RHB,44,44,3,2,100.0,True
505,2016,Chennai Super Kings,Suresh Raina,LHB,51,51,5,1,100.0,False
505,2016,Chennai Super Kings,Ruturaj Gaikwad,RHB,35,35,5,3,100.0,True
505,2016,Rajasthan Royals,Jos Buttler,RHB,42,42,4,3,100.0,False
505,2016,Rajasthan Royals,Sanju Samson,RHB,35,35,5,2,100.0,False
506,2016,Mumbai Indians,Rohit Sharma,RHB,65,60,10,2,108.33,True
506,2016,Mumbai Indians,Hardik Pandya,RHB,46,46,5,4,100.0,True
506,2016,Mumbai Indians,Ishan Kishan,LHB,39,39,5,1,100.0,True
506,2016,Mumbai Indians,Quinton de Kock,LHB,29,29,2,0,100.0,True
506,2016,Delhi Capitals,Shikhar Dhawan,LHB,49,49,4,3,100.0,True
506,2016,Delhi Capitals,Rishabh Pant,LHB,34,34,5,3,100.0,True
507,2016,Royal Challengers Bangalore,Virat Kohli,RHB,66,60,6,3,110.0,True
507,2016,Royal Challengers Bangalore,AB de Villiers,RHB,37,37,6,3,100.0,True
507,2016,Royal Challengers Bangalore,Faf du Plessis,RHB,45,45,5,2,100.0,True
507,2016,Mumbai Indians,Rohit Sharma,RHB,31,31,4,1,100.0,True
507,2016,Mumbai Indians,Hardik Pandya,RHB,33,33,3,2,100.0,False
507,2016,Mumbai Indians,Ishan Kishan,LHB,26,26,4,1,100.0,True
507,2016,Mumbai Indians,Quinton de Kock,LHB,18,18,2,1,100.0,True
508,2016,Kolkata Knight Riders,Andre Russell,RHB,48,48,5,2,100.0,True
508,2016,Kolkata Knight Riders,Gautam Gambhir,LHB,54,54,4,1,100.0,True
508,2016,Kolkata Knight Riders,Shreyas Iyer,RHB,28,28,4,2,100.0,True
508,2016,Royal Challengers Bangalore,Virat Kohli,RHB,58,58,6,2,100.0,True
508,2016,Royal Challengers Bangalore,AB de Villiers,RHB,33,33,4,3,100.0,True
508,2016,Royal Challengers Bangalore,Faf du Plessis,RHB,29,29,2,2,100.0,True
509,2016,Delhi Capitals,Shikhar Dhawan,LHB,49,49,7,4,100.0,True
509,2016,Delhi Capitals,Rishabh Pant,LHB,32,32,3,2,100.0,True
509,2016,Rajasthan Royals,Jos Buttler,RHB,49,49,5,2,100.0,True
509,2016,Rajasthan Royals,Sanju Samson,RHB,26,26,3,2,100.0,True
510,2016,Delhi Capitals,Shikhar Dhawan,LHB,42,42,4,2,100.0,True
510,2016,Delhi Capitals,Rishabh Pant,LHB,31,31,4,0,100.0,True
510,2016,Sunrisers Hyderabad,David Warner,LHB,49,49,5,3,100.0,True
511,2016,Sunrisers Hyderabad,David Warner,LHB,54,54,6,2,100.0,False
511,2016,Punjab Kings,KL Rahul,RHB,50,50,5,1,100.0,True
511,2016,Punjab Kings,Chris Gayle,RHB,24,24,3,0,100.0,True
