match_id,season,date,team1,team2,venue,toss_winner,toss_decision,team1_score,team2_score,winner,win_by_type,win_margin,player_of_match,city
277,2012,2012-02-10,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,189,168,Sunrisers Hyderabad,wickets,9,David Warner,Hyderabad
278,2012,2012-02-17,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,field,174,154,Mumbai Indians,wickets,9,Hardik Pandya,Mumbai
279,2012,2012-01-23,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,159,154,Punjab Kings,runs,5,Virat Kohli,Mohali
280,2012,2012-01-24,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,175,154,Mumbai Indians,runs,21,Ishan Kishan,Mumbai
281,2012,2012-02-11,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,173,204,Chennai Super Kings,wickets,4,Ishan Kishan,Mumbai
282,2012,2012-03-14,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Delhi Capitals,bat,183,156,Royal Challengers Bangalore,wickets,6,AB de Villiers,Bangalore
283,2012,2012-05-15,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field,189,154,Kolkata Knight Riders,runs,35,Shreyas Iyer,Kolkata
284,2012,2012-04-23,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat,131,142,Delhi Capitals,wickets,7,Jos Buttler,Jaipur
285,2012,2012-03-14,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Punjab Kings,bat,134,155,Punjab Kings,wickets,4,AB de Villiers,Bangalore
286,2012,2012-02-18,Punjab Kings,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,field,168,196,Mumbai Indians,runs,28,Chris Gayle,Mohali
287,2012,2012-02-11,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,173,158,Kolkata Knight Riders,wickets,2,Gautam Gambhir,Kolkata
288,2012,2012-05-16,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,182,118,Delhi Capitals,runs,64,Shreyas Iyer,Delhi
289,2012,2012-02-13,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,field,172,178,Chennai Super Kings,runs,6,Suresh Raina,Mohali
290,2012,2012-03-19,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,141,185,Chennai Super Kings,runs,44,Ruturaj Gaikwad,Mohali
291,2012,2012-04-24,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,field,174,154,Rajasthan Royals,wickets,6,Shreyas Iyer,Jaipur
292,2012,2012-03-23,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,field,179,208,Rajasthan Royals,runs,29,Jos Buttler,Chennai
293,2012,2012-03-27,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,field,171,167,Mumbai Indians,runs,4,Rohit Sharma,Mumbai
294,2012,2012-05-17,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,159,146,Rajasthan Royals,wickets,4,Jos Buttler,Jaipur
295,2012,2012-02-21,Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,field,182,145,Punjab Kings,wickets,8,Chris Gayle,Mohali
296,2012,2012-01-12,Royal Challengers Bangalore,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",Chennai Super Kings,bat,169,153,Royal Challengers Bangalore,runs,16,Faf du Plessis,Bangalore
297,2012,2012-02-12,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai Indians,field,176,169,Mumbai Indians,runs,7,Quinton de Kock,Mumbai
298,2012,2012-05-30,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,186,152,Royal Challengers Bangalore,wickets,6,Virat Kohli,Bangalore
299,2012,2012-05-23,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,bat,163,143,Punjab Kings,runs,20,Chris Gayle,Mohali
300,2012,2012-04-15,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Punjab Kings,field,160,170,Punjab Kings,wickets,1,Ishan Kishan,Mumbai
301,2013,2013-05-18,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,181,144,Chennai Super Kings,runs,37,Ishan Kishan,Chennai
302,2013,2013-05-17,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Royal Challengers Bangalore,bat,183,190,Royal Challengers Bangalore,wickets,7,Faf du Plessis,Hyderabad
303,2013,2013-04-22,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,175,200,Royal Challengers Bangalore,runs,25,Virat Kohli,Kolkata
304,2013,2013-01-25,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat,154,138,Rajasthan Royals,runs,16,Rishabh Pant,Jaipur
305,2013,2013-01-17,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,field,135,192,Sunrisers Hyderabad,runs,57,Sanju Samson,Jaipur
306,2013,2013-03-27,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,field,179,161,Kolkata Knight Riders,runs,18,Andre Russell,Kolkata
307,2013,2013-02-22,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,bat,173,140,Mumbai Indians,runs,33,Ishan Kishan,Mumbai
308,2013,2013-04-27,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,212,165,Chennai Super Kings,runs,47,Faf du Plessis,Chennai
309,2013,2013-01-13,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,169,177,Kolkata Knight Riders,runs,8,Gautam Gambhir,Hyderabad
310,2013,2013-03-24,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,176,167,Rajasthan Royals,wickets,6,MS Dhoni,Jaipur
311,2013,2013-05-22,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,field,153,172,Chennai Super Kings,wickets,7,Suresh Raina,Mohali
312,2013,2013-03-14,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,bat,201,189,Chennai Super Kings,runs,12,MS Dhoni,Chennai
313,2013,2013-01-12,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,196,152,Rajasthan Royals,wickets,6,Jos Buttler,Jaipur
314,2013,2013-01-15,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,field,150,160,Royal Challengers Bangalore,wickets,2,Rohit Sharma,Mumbai
315,2013,2013-03-27,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,bat,169,184,Kolkata Knight Riders,runs,15,Andre Russell,Jaipur
316,2013,2013-04-22,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chennai",Delhi Capitals,field,137,193,Delhi Capitals,runs,56,Shikhar Dhawan,Chennai
317,2013,2013-02-14,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,165,154,Chennai Super Kings,runs,11,Ruturaj Gaikwad,Chennai
318,2013,2013-02-23,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field,149,129,Delhi Capitals,runs,20,Virat Kohli,Delhi
319,2013,2013-03-17,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,field,182,164,Delhi Capitals,runs,18,Andre Russell,Delhi
320,2013,2013-03-10,Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,144,137,Punjab Kings,runs,7,KL Rahul,Mohali
321,2013,2013-05-14,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,field,161,196,Royal Challengers Bangalore,wickets,6,Jos Buttler,Jaipur
322,2013,2013-03-19,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,163,132,Delhi Capitals,wickets,3,Rishabh Pant,Delhi
323,2013,2013-03-13,Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,163,157,Punjab Kings,wickets,5,Chris Gayle,Mohali
324,2013,2013-02-24,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,119,161,Delhi Capitals,runs,42,Gautam Gambhir,Kolkata
325,2013,2013-02-18,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,163,176,Rajasthan Royals,wickets,3,Jos Buttler,Delhi
326,2013,2013-05-25,Royal Challengers Bangalore,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,field,201,185,Royal Challengers Bangalore,runs,16,Faf du Plessis,Bangalore
327,2013,2013-05-29,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,field,163,140,Rajasthan Royals,runs,23,Jos Buttler,Jaipur
328,2013,2013-05-11,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,214,164,Chennai Super Kings,wickets,3,Quinton de Kock,Chennai
329,2013,2013-01-18,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,field,168,162,Rajasthan Royals,runs,6,KL Rahul,Jaipur
330,2013,2013-05-26,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,171,160,Kolkata Knight Riders,wickets,7,Gautam Gambhir,Kolkata
331,2013,2013-04-12,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,157,152,Royal Challengers Bangalore,runs,5,KL Rahul,Bangalore
332,2013,2013-02-26,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,167,152,Chennai Super Kings,wickets,6,Sanju Samson,Chennai
333,2013,2013-01-19,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,bat,155,165,Royal Challengers Bangalore,wickets,8,KL Rahul,Mohali
334,2013,2013-02-17,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,163,193,Rajasthan Royals,wickets,2,Quinton de Kock,Mumbai
335,2013,2013-04-30,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,120,184,Delhi Capitals,wickets,8,AB de Villiers,Bangalore
336,2013,2013-05-16,Royal Challengers Bangalore,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",Chennai Super Kings,field,190,121,Royal Challengers Bangalore,runs,69,Ruturaj Gaikwad,Bangalore
337,2013,2013-02-18,Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,field,161,155,Punjab Kings,runs,6,KL Rahul,Mohali
338,2013,2013-03-16,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,142,147,Delhi Capitals,runs,5,Shikhar Dhawan,Chennai
339,2013,2013-03-29,Punjab Kings,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,field,148,198,Mumbai Indians,wickets,9,Quinton de Kock,Mohali
340,2013,2013-03-24,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,field,184,188,Delhi Capitals,runs,4,Jos Buttler,Jaipur
341,2013,2013-03-13,Royal Challengers Bangalore,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Rajasthan Royals,field,180,140,Royal Challengers Bangalore,runs,40,AB de Villiers,Bangalore
342,2013,2013-04-23,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,158,172,Royal Challengers Bangalore,wickets,3,Gautam Gambhir,Kolkata
343,2013,2013-05-30,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Delhi Capitals,field,146,177,Delhi Capitals,runs,31,Rishabh Pant,Bangalore
344,2013,2013-03-24,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,163,155,Royal Challengers Bangalore,wickets,3,AB de Villiers,Bangalore
345,2013,2013-04-27,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,bat,180,171,Mumbai Indians,wickets,3,Hardik Pandya,Mumbai
346,2013,2013-01-28,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,field,161,186,Kolkata Knight Riders,wickets,8,Andre Russell,Mohali
347,2013,2013-02-27,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai Indians,field,148,175,Rajasthan Royals,runs,27,Jos Buttler,Mumbai
348,2013,2013-01-28,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,field,178,156,Delhi Capitals,wickets,9,Ruturaj Gaikwad,Delhi
349,2013,2013-04-27,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Royal Challengers Bangalore,field,173,137,Chennai Super Kings,runs,36,Ruturaj Gaikwad,Chennai
350,2013,2013-01-24,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,184,159,Kolkata Knight Riders,runs,25,Chris Gayle,Kolkata
351,2013,2013-02-28,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,158,183,Royal Challengers Bangalore,runs,25,AB de Villiers,Delhi
352,2013,2013-02-11,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Rajasthan Royals,bat,155,134,Sunrisers Hyderabad,runs,21,David Warner,Hyderabad
353,2013,2013-03-19,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Delhi Capitals,field,139,175,Delhi Capitals,runs,36,Shikhar Dhawan,Hyderabad
354,2013,2013-02-14,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,144,198,Rajasthan Royals,wickets,1,Jos Buttler,Delhi
355,2013,2013-05-30,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Chennai Super Kings,bat,130,196,Chennai Super Kings,wickets,8,Suresh Raina,Kolkata
356,2013,2013-01-22,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,field,171,161,Delhi Capitals,wickets,2,Rishabh Pant,Delhi
357,2013,2013-01-12,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,field,158,170,Sunrisers Hyderabad,wickets,6,Rishabh Pant,Delhi
358,2013,2013-02-25,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,bat,167,185,Sunrisers Hyderabad,wickets,4,KL Rahul,Mohali
359,2013,2013-04-20,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,field,170,166,Delhi Capitals,runs,4,Faf du Plessis,Delhi
360,2013,2013-02-24,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,161,161,Punjab Kings,wickets,1,Rohit Sharma,Mumbai
361,2014,2014-03-15,Punjab Kings,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,bat,173,128,Punjab Kings,runs,45,Quinton de Kock,Mohali
362,2014,2014-02-11,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field,143,177,Mumbai Indians,runs,34,Hardik Pandya,Delhi
363,2014,2014-01-13,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,field,171,159,Rajasthan Royals,runs,12,Jos Buttler,Jaipur
364,2014,2014-02-26,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,bat,168,169,Chennai Super Kings,runs,1,Ishan Kishan,Mumbai
365,2014,2014-02-25,Punjab Kings,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,158,147,Punjab Kings,wickets,2,Chris Gayle,Mohali
366,2014,2014-03-21,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Punjab Kings,bat,171,143,Chennai Super Kings,runs,28,MS Dhoni,Chennai
367,2014,2014-05-28,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,bat,175,128,Delhi Capitals,runs,47,MS Dhoni,Delhi
368,2014,2014-02-23,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,field,186,172,Mumbai Indians,wickets,4,Quinton de Kock,Mumbai
369,2014,2014-01-28,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,172,182,Rajasthan Royals,runs,10,Chris Gayle,Mohali
370,2014,2014-03-30,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,field,197,183,Rajasthan Royals,runs,14,AB de Villiers,Jaipur
371,2014,2014-02-26,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Punjab Kings,field,134,137,Punjab Kings,runs,3,KL Rahul,Chennai
372,2014,2014-04-22,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,156,163,Sunrisers Hyderabad,runs,7,Andre Russell,Kolkata
373,2014,2014-01-21,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Punjab Kings,field,177,148,Chennai Super Kings,runs,29,Ruturaj Gaikwad,Chennai
374,2014,2014-04-12,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Chennai Super Kings,field,171,147,Sunrisers Hyderabad,wickets,6,David Warner,Hyderabad
375,2014,2014-01-22,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,156,134,Mumbai Indians,wickets,4,Rohit Sharma,Mumbai
376,2014,2014-05-27,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,field,151,135,Delhi Capitals,wickets,2,Rishabh Pant,Delhi
377,2014,2014-02-14,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,150,184,Punjab Kings,runs,34,Faf du Plessis,Bangalore
378,2014,2014-02-12,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,150,215,Kolkata Knight Riders,wickets,4,David Warner,Hyderabad
379,2014,2014-02-13,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,field,176,166,Rajasthan Royals,runs,10,Jos Buttler,Jaipur
380,2014,2014-04-21,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,field,152,177,Sunrisers Hyderabad,runs,25,David Warner,Mumbai
381,2014,2014-03-23,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,bat,157,165,Chennai Super Kings,wickets,2,MS Dhoni,Delhi
382,2014,2014-04-26,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,214,161,Delhi Capitals,runs,53,Chris Gayle,Delhi
383,2014,2014-02-18,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Mumbai Indians,field,188,148,Sunrisers Hyderabad,runs,40,Hardik Pandya,Hyderabad
384,2014,2014-01-17,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,167,198,Delhi Capitals,runs,31,MS Dhoni,Chennai
385,2014,2014-01-27,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,156,199,Kolkata Knight Riders,runs,43,Hardik Pandya,Mumbai
386,2014,2014-01-28,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,bat,180,151,Rajasthan Royals,wickets,6,Jos Buttler,Jaipur
387,2014,2014-01-22,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,bat,179,182,Mumbai Indians,runs,3,Quinton de Kock,Hyderabad
388,2014,2014-04-10,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,field,179,131,Chennai Super Kings,wickets,2,Shreyas Iyer,Chennai
389,2014,2014-03-28,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Chennai Super Kings,field,154,158,Chennai Super Kings,wickets,4,Ruturaj Gaikwad,Hyderabad
390,2014,2014-01-23,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,166,175,Rajasthan Royals,runs,9,Chris Gayle,Mohali
391,2014,2014-01-22,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field,171,136,Mumbai Indians,runs,35,Suresh Raina,Mumbai
392,2014,2014-04-11,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,174,175,Mumbai Indians,runs,1,Rishabh Pant,Delhi
393,2014,2014-05-23,Royal Challengers Bangalore,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,bat,178,184,Sunrisers Hyderabad,runs,6,AB de Villiers,Bangalore
394,2014,2014-04-12,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,183,172,Sunrisers Hyderabad,runs,11,Andre Russell,Hyderabad
395,2014,2014-03-22,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,166,129,Mumbai Indians,wickets,5,Shreyas Iyer,Mumbai
396,2014,2014-02-14,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Royal Challengers Bangalore,field,175,167,Sunrisers Hyderabad,runs,8,Virat Kohli,Hyderabad
397,2014,2014-04-13,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,172,137,Chennai Super Kings,wickets,8,KL Rahul,Chennai
398,2014,2014-01-12,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,148,184,Rajasthan Royals,wickets,8,Jos Buttler,Hyderabad
399,2014,2014-03-14,Royal Challengers Bangalore,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Rajasthan Royals,field,167,176,Rajasthan Royals,runs,9,AB de Villiers,Bangalore
400,2014,2014-03-18,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,168,163,Chennai Super Kings,wickets,9,MS Dhoni,Chennai
401,2014,2014-04-13,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Mumbai Indians,field,184,152,Royal Challengers Bangalore,runs,32,Virat Kohli,Bangalore
402,2014,2014-02-22,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,169,153,Royal Challengers Bangalore,runs,16,Rohit Sharma,Bangalore
403,2014,2014-01-16,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,160,156,Sunrisers Hyderabad,wickets,2,David Warner,Hyderabad
404,2014,2014-04-11,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,171,153,Punjab Kings,wickets,2,KL Rahul,Mohali
405,2014,2014-04-23,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Delhi Capitals,field,190,145,Royal Challengers Bangalore,wickets,8,Virat Kohli,Bangalore
406,2014,2014-02-11,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,164,154,Royal Challengers Bangalore,wickets,5,Chris Gayle,Bangalore
407,2014,2014-01-12,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,194,166,Kolkata Knight Riders,wickets,9,Shreyas Iyer,Kolkata
408,2014,2014-02-30,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,186,133,Delhi Capitals,runs,53,Shreyas Iyer,Delhi
409,2014,2014-05-20,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,172,180,Kolkata Knight Riders,wickets,6,Quinton de Kock,Mumbai
410,2014,2014-03-11,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,169,184,Royal Challengers Bangalore,wickets,4,Virat Kohli,Jaipur
411,2014,2014-01-17,Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,field,158,191,Delhi Capitals,runs,33,KL Rahul,Mohali
412,2014,2014-02-17,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,209,155,Kolkata Knight Riders,wickets,6,AB de Villiers,Kolkata
413,2014,2014-03-28,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Rajasthan Royals,field,159,192,Rajasthan Royals,runs,33,Sanju Samson,Hyderabad
414,2014,2014-01-12,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,196,152,Royal Challengers Bangalore,wickets,3,Rishabh Pant,Bangalore
